cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,avg_purchase,total_transactions,balance_group,normalized_balance
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,20.0,1,Low,0.0005223053998192329
C10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,112.19,12,Low,0.0025060121784846157
C10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,37.650666666666666,75,Medium,0.3791840153998802
C10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,864.2065423050826,0.0,12,12.579354838709676,31,Low,6.68686654388194e-05
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,,1,Low,0.09234529918343391
C10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,202.0,10,Medium,0.26153838494757375
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,78.47,12,Low,0.043775319990114483
C10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,,40,Medium,0.5341438663118929
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.365419,0.0,12,42.37,12,Medium,0.13353857570280359
C10114,6644.201651,1.0,4478.75,2721.59,1757.16,7205.520805,1.0,0.916667,1.0,0.583333,21,64,9000.0,10857.94321,2469.571326,0.083333,12,69.98046875,85,High,0.7117276965730657
C10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,39.84882352941176,34,Low,0.016733957760309635
C10116,3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,864.2065423050826,0.0,12,,2,Medium,0.3634962010068056
C10117,5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8,81,8500.0,1509.423237,1834.031569,0.0,12,34.718518518518515,89,High,0.5701997808607228
C10118,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11,0,7000.0,1277.76778,2760.115734,0.0,12,,11,High,0.6918419640075167
C10119,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0,14,5000.0,1884.227778,136.639824,1.0,12,107.77857142857144,14,Low,0.01878261918206016
C10120,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0,25,3000.0,552.432305,207.720441,0.0,12,41.8228,25,Low,0.07286258872635243
C10121,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0,12,6500.0,1206.81188,99.372848,0.333333,12,192.48166666666668,12,Low,0.023969586017692644
C10122,1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10,0,1800.0,687.691735,2439.136113,0.0,12,,10,Medium,0.19127657735808157
C10123,54.933231,0.272727,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0,2,7000.0,1969.845566,147.049952,1.0,12,247.5,2,Low,0.005884454448949735
C10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000.0,932.418855,709.207016,0.0,12,,4,Medium,0.28522123664103743
C10125,8504.876253,1.0,6724.26,4100.08,2624.18,1686.599777,1.0,0.916667,1.0,0.5,10,85,17000.0,1888.756861,2167.446204,0.0,12,79.1089411764706,95,High,0.9110433883769335
C10126,1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0,8,9000.0,0.0,864.2065423050826,0.0,12,146.79875,8,Medium,0.15685863435702668
C10127,2114.158683,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0,75,8500.0,3564.977774,630.00413,0.0,12,74.41133333333333,75,Medium,0.2264689376811836
C10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200.0,1065.426905,1412.648089,0.0,12,,2,Medium,0.30811994022050143
C10131,2392.917738,1.0,12462.44,12462.44,0.0,0.0,0.916667,0.916667,0.0,0.0,0,217,2800.0,11628.71557,2000.990921,0.0,12,57.43059907834102,217,Medium,0.2563296418764233
C10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200.0,385.853874,84.697292,0.166667,8,,1,Low,0.006154393944729983
C10133,4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0,19,5000.0,1004.35474,1086.428906,0.0,12,103.01578947368421,19,Medium,0.45481651872461837
C10135,69.405545,0.090909,0.0,0.0,0.0,2799.714934,0.0,0.0,0.0,0.083333,3,0,13000.0,0.0,864.2065423050826,0.0,12,,3,Low,0.007434730501416002
C10136,116.654149,0.272727,907.0,907.0,0.0,273.558033,0.25,0.25,0.0,0.083333,1,8,5000.0,0.0,864.2065423050826,0.0,12,113.375,9,Low,0.012496006762673314
C10137,4637.848144,1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0,33,5000.0,1906.032044,3572.279251,0.0,12,38.518787878787876,33,Medium,0.4968068625803945
C10138,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,319.762903,173.632006,0.0,12,35.8,7,Low,0.002601408967899792
C10140,231.108995,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0,22,4000.0,554.116542,185.091037,0.0,12,20.0,22,Low,0.024756423917975116
C10141,1562.633343,1.0,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25,0.0,0,8,2000.0,1020.783647,709.610053,0.0,12,166.3275,8,Medium,0.16738947554884487
C10142,2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.311953,615.92402,0.0,12,105.61134615384616,52,Medium,0.2672506263385885
C10143,706.132889,1.0,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200.0,972.358048,184.524376,0.0,12,49.88111111111111,21,Low,0.07564104176260412
C10145,2235.103331,1.0,720.6,720.6,0.0,723.308724,1.0,1.0,0.0,0.083333,1,12,2500.0,1061.292471,689.118919,0.0,12,60.050000000000004,13,Medium,0.23942454322348744
C10146,947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0,5,1000.0,492.200419,509.384182,0.0,12,39.412,5,Low,0.10145676864777653
C10147,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3,0,7500.0,1566.806897,172.959728,0.0,12,,3,Low,0.08184428955324596
C10148,5347.814547,1.0,0.0,0.0,0.0,4002.353384,0.0,0.0,0.0,0.5,9,0,7000.0,0.0,864.2065423050826,0.0,12,,9,High,0.5728585508333246
C10150,2163.678757,1.0,5779.36,3436.53,2342.83,0.0,1.0,1.0,1.0,0.0,0,97,6500.0,4416.41268,546.439139,0.0,12,59.58103092783505,97,Medium,0.23177353408771248
C10151,3057.400553,1.0,1025.0,1025.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,7500.0,698.854095,819.682666,0.0,12,512.5,2,Medium,0.3275091225987095
C10152,19.354559,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0,10,10000.0,746.691026,864.2065423050826,0.0,12,68.97,10,Low,0.0020732627362663254
C10153,264.811595,1.0,28.65,28.65,0.0,384.26178,0.083333,0.083333,0.0,0.083333,1,1,9000.0,1235.630069,194.324456,0.083333,12,28.65,2,Low,0.028366650567690537
C10154,1108.22253,0.909091,944.96,164.96,780.0,0.0,0.5,0.25,0.416667,0.0,0,9,1500.0,1955.198953,992.652486,0.0,12,104.99555555555555,9,Medium,0.1187129334716327
C10155,906.573724,1.0,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1,11,13500.0,1855.235407,468.196732,0.083333,12,94.47272727272728,12,Low,0.09711228861620626
C10156,7679.62904,1.0,4059.93,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7,14,7000.0,3685.61062,12854.9397,0.0,12,289.995,21,High,0.8226428056036169
C10157,1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0,31,6500.0,2254.26002,329.29648,0.0,12,131.46354838709678,31,Medium,0.1632415824737048
